WMO Region,Country,Station,Latitude,Longitude,Elevation,WMO Index,URL
Africa,Algeria,ADRAR,27.81666667,-0.183333333,280,0-20000-0-60620,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8226
Africa,Algeria,KSAR CHELLALA,35.16666667,2.316666667,801,0-20000-0-60514,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8192
Africa,Algeria,EL-KHEITER,34.15,0.066666667,1000,0-20000-0-60540,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8202
Africa,Algeria,TALMINIE,29.16666667,-0.3,,0-20000-0-60595,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8216
Africa,Algeria,ALGER-PORT,36.76666667,3.1,9,0-20000-0-60369,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8156
Africa,Algeria,TLEMCEN-ZENATA,35.01666667,-1.466666667,248,0-20000-0-60531,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8199
Africa,Algeria,BECHAR,31.5,-2.25,811,0-20000-0-60571,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8211
Africa,Algeria,GUELMA,36.46666667,7.466666667,227,0-20000-0-60403,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8170
Africa,Algeria,TENES,36.5,1.333333333,17,0-20000-0-60410,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8171
Africa,Algeria,AIN-BESSAM,36.28333333,3.666666667,748,0-20000-0-60415,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8172
Africa,Algeria,CONSTANTINE,36.28333333,6.616666667,706,0-20000-0-60419,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8173
Africa,Algeria,TINTARABINE,23.18333333,6.766666667,1105,0-20000-0-60682,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8253
Africa,Algeria,BORDJ-BADJ-MOKHTAR,21.33333333,0.95,398,0-20000-0-60686,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8255
Africa,Algeria,ADEB LERRACH,27.4,8.833333333,,0-20000-0-60623,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8228
Africa,Algeria,ABDENNIZI,25.21666667,5.116666667,800,0-20000-0-60661,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8238
Africa,Algeria,IN AZZANE,23.48333333,11.23333333,912,0-20000-0-60676,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8248
Africa,Algeria,TARF,36.75,8.083333333,3,0-20000-0-60368,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8155
Africa,Algeria,BENI-SAF,35.3,-1.35,68,0-20000-0-60518,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8195
Africa,Algeria,TAMAZGUIDA,27.31666667,3.716666667,354,0-20000-0-60617,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8224
Africa,Algeria,IN-SALAH,27.23333333,2.5,273,0-20000-0-60630,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8230
Africa,Algeria,DJELFA,33.15,3.383333333,1180,0-20000-0-60535,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8200
Africa,Algeria,EL-GOLEA,30.56666667,2.866666667,398,0-20000-0-60590,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8214
Africa,Algeria,TIRIRINE,22.05,8.583333333,770,0-20000-0-60612,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8222
Africa,Algeria,MOULAY LAHCEN,24.71666667,4.65,1054,0-20000-0-60663,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8240
Africa,Algeria,OUED TAHAGGARET,21.68333333,7.133333333,573,0-20000-0-60681,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8252
Africa,Algeria,BOUZAREAH,36.78333333,3,,0-20000-0-60372,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8159
Africa,Algeria,JIJEL- ACHOUAT,36.8,5.883333333,11,0-20000-0-60351,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8151
Africa,Algeria,MAGHNIA,34.81666667,-1.783333333,427,0-20000-0-60522,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8197
Africa,Algeria,OUHANET,28.7,8.933333333,610,0-20000-0-60613,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8223
Africa,Algeria,TAGUENTOUR,28.46666667,2.516666667,636,0-20000-0-60619,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8225
Africa,Algeria,ILLIZI,26.5,8.416666667,542,0-20000-0-60640,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8233
Africa,Algeria,AMGUID,26.41666667,5.366666667,614,0-20000-0-60650,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8235
Africa,Algeria,MILIANA,36.3,2.233333333,715,0-20000-0-60430,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8177
Africa,Algeria,OUALLEN,23.4,1,358,0-20000-0-60675,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8247
Africa,Algeria,IN ATEI,20.56666667,6.116666667,471,0-20000-0-60693,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8261
Africa,Algeria,REGGANE,26.71666667,-0.183333333,214,0-20000-0-60645,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8234
Africa,Algeria,SIDI-BEL-ABBES,35.2,-0.616666667,475,0-20000-0-60520,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8196
Africa,Algeria,BISKRA,34.8,5.733333333,88,0-20000-0-60525,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8198
Africa,Algeria,NAAMA,33.26666667,-0.3,1166,0-20000-0-60557,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8206
Africa,Algeria,GHARDAIA,32.4,3.8,461,0-20000-0-60566,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8210
Africa,Algeria,OUARGLA,31.93333333,5.4,152,0-20000-0-60580,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8212
Africa,Algeria,RHOURD NOUSS,29.71666667,6.7,253,0-20000-0-60603,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8218
Africa,Algeria,TAOUNDART,20.38333333,2.466666667,677,0-20000-0-60674,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8246
Africa,Algeria,IN GUEZZAM,19.56666667,5.75,401,0-20000-0-60692,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8260
Africa,Algeria,SKIKDA,36.88333333,6.9,2,0-20000-0-60355,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8153
Africa,Algeria,OUED KORICHE,36.78333333,3.033333333,,0-20000-0-60371,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8158
Africa,Algeria,IN-AMENAS,28.05,9.633333333,563,0-20000-0-60611,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8221
Africa,Algeria,GARADJEBILET,26.75,-7.25,400,0-20000-0-60624,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8229
Africa,Algeria,ARAK (60660-0),25.26666667,3.733333333,556,0-20000-0-60660,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8237
Africa,Algeria,KHENCHELLA,35.46666667,7.083333333,983,0-20000-0-60476,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8187
Africa,Algeria,BOU-SAADA,35.33333333,4.2,459,0-20000-0-60515,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8193
Africa,Algeria,AFARA,25.33333333,7.8,1240,0-20000-0-60677,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8249
Africa,Algeria,ANESBARAKA,19.43333333,4.65,477,0-20000-0-60691,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8259
Africa,Algeria,GHAZAOUET,35.1,-1.866666667,4,0-20000-0-60517,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8194
Africa,Algeria,TIMIMOUN,29.25,0.283333333,313,0-20000-0-60607,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8220
Africa,Algeria,BARAKI,36.68333333,3.1,,0-20000-0-60394,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8167
Africa,Algeria,EL-OUED,33.5,6.783333333,62,0-20000-0-60559,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8207
Africa,Algeria,BORDJ HAOUS,24.83333333,8.316666667,1104,0-20000-0-60664,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8241
Africa,Algeria,DJANET,24.26666667,9.466666667,966,0-20000-0-60670,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8243
Africa,Algeria,TIZI-OUZOU,36.7,4.133333333,153,0-20000-0-60395,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8168
Africa,Algeria,MEDEA,36.28333333,2.733333333,1030,0-20000-0-60437,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8178
Africa,Algeria,ORAN-PORT,35.7,-0.65,,0-20000-0-60461,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8183
Africa,Algeria,TIARET,35.35,1.466666667,989,0-20000-0-60511,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8191
Africa,Algeria,TAMANRASSET,22.8,5.433333333,1377,0-20000-0-60680,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8251
Africa,Algeria,KRECHBA,29.073,2.2091,464,0-20000-0-60585,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/32404
Africa,Algeria,ASSEKREM,23.26666667,5.633333333,2710,0-20000-0-60679,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8250
Africa,Algeria,TIREK,21.56666667,2.583333333,561,0-20000-0-60688,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8256
Africa,Algeria,BORDJ EL BAHRI,36.78333333,3.25,,0-20000-0-60376,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8161
Africa,Algeria,KOUBA,36.71666667,3.1,,0-20000-0-60370,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8157
Africa,Algeria,TOUGGOURT,33.06666667,6.083333333,85,0-20000-0-60555,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8205
Africa,Algeria,HASSI KHEBBI,29.16666667,-5.233333333,565,0-20000-0-60593,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8215
Africa,Algeria,IN ZIZA,23.21666667,2.583333333,443,0-20000-0-60633,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8231
Africa,Algeria,BEJAIA-AEROPORT,36.71666667,5.066666667,6,0-20000-0-60402,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8169
Africa,Algeria,BORDJ-BOU-ARRERIDJ,36.06666667,4.666666667,955,0-20000-0-60444,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8179
Africa,Algeria,M'SILA,35.66666667,4.5,441,0-20000-0-60467,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8184
Africa,Algeria,TEBESSA,35.46666667,8.116666667,814,0-20000-0-60475,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8186
Africa,Algeria,ORAN-SENIA,35.63333333,-0.6,91,0-20000-0-60490,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8188
Africa,Algeria,MASCARA-GHRISS,35.35,0.15,516,0-20000-0-60507,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8190
Africa,Algeria,TINFOUYE,28.43333333,7.55,471,0-20000-0-60639,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8232
Africa,Algeria,TINDOUF,27.7,-8.166666667,443,0-20000-0-60656,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8236
Africa,Algeria,EL-BAYADH,33.71666667,1.083333333,1361,0-20000-0-60550,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8204
Africa,Algeria,TINALKOUN,24.6,10.21666667,719,0-20000-0-60667,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8242
Africa,Algeria,AIN BENAIN,36.78333333,2.883333333,,0-20000-0-60374,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8160
Africa,Algeria,REGHAIA,36.76666667,3.333333333,,0-20000-0-60379,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8162
Africa,Algeria,TESSALA EL MERDJA,36.61666667,2.916666667,,0-20000-0-60380,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8163
Africa,Algeria,EL HARRACH,36.71666667,3.15,51,0-20000-0-60381,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8164
Africa,Algeria,MECHERIA,33.53333333,-0.283333333,1123,0-20000-0-60549,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8203
Africa,Algeria,MATRIOUENE,27.86666667,1.166666667,390,0-20000-0-60621,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8227
Africa,Algeria,FADNOUNE,25.81666667,8.183333333,1291,0-20000-0-60662,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8239
Africa,Algeria,CHLEF,36.21666667,1.333333333,153,0-20000-0-60425,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8176
Africa,Algeria,MOSTAGANEM,35.88333333,0.116666667,137,0-20000-0-60457,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8182
Africa,Algeria,BATNA,35.75,6.316666667,821,0-20000-0-60468,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8185
Africa,Algeria,TIMIAOUINI,20.41666667,1.8,,0-20000-0-60689,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8257
Africa,Algeria,Tamanrasset,22.78333282,5.516666889,1377,0-20008-0-TAM,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/452
Africa,Algeria,AIN-SEFRA,32.76666667,-0.6,1064,0-20000-0-60560,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8208
Africa,Algeria,MERTOUTEK,24.21666667,5.533333333,1343,0-20000-0-60672,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8244
Africa,Algeria,BIDON 5,22.31666667,1.116666667,392,0-20000-0-60685,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8254
Africa,Algeria,IN-GUEZZAM,19.56666667,5.766666667,404,0-20000-0-60690,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8258
Africa,Algeria,IN AZAOUA,20.96666667,7.45,517,0-20000-0-60694,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8262
Africa,Algeria,JIJEL-PORT,36.81666667,5.883333333,2,0-20000-0-60353,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8152
Africa,Algeria,ANNABA,36.83333333,7.816666667,5,0-20000-0-60360,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8154
Africa,Algeria,DAR-EL-BEIDA,36.68333333,3.216666667,25,0-20000-0-60390,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8165
Africa,Algeria,DAR EL BEIDA VILLE,36.7,3.2,,0-20000-0-60393,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8166
Africa,Algeria,SAIDA,34.86666667,0.15,750,0-20000-0-60536,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8201
Africa,Algeria,HASSIR'MEL,32.93333333,3.3,764,0-20000-0-60563,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8209
Africa,Algeria,HASSI-MESSAOUD,31.66666667,6.15,140,0-20000-0-60581,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8213
Africa,Algeria,BENI-ABBES,30.13333333,-2.166666667,500,0-20000-0-60602,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8217
Africa,Algeria,TABELBALA,29.41666667,-3.25,,0-20000-0-60605,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8219
Africa,Algeria,TADANTE,23.03333333,7.866666667,1179,0-20000-0-60673,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8245
Africa,Algeria,OUM EL BOUAGHI,35.86666667,7.116666667,889,0-20000-0-60421,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8174
Africa,Algeria,SOUK AHRAS,36.25,7.95,820,0-20000-0-60423,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8175
Africa,Algeria,SETIF/AIN ARNAT,36.16666667,5.316666667,1009,0-20000-0-60445,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8180
Africa,Algeria,ARZEW,35.81666667,-0.266666667,3,0-20000-0-60452,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8181
Africa,Algeria,RELIZANE,35.75,0.616666667,94,0-20000-0-60492,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8189
Africa,Algeria,TIN ZAOUATENE,19.96666667,2.983333333,,0-20000-0-60695,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8263
Africa,Angola,LUANDA,-8.85,13.23333333,74,0-20000-0-66160,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8918
Africa,Angola,MOCAMEDES,-15.2,12.15,43,0-20000-0-66422,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8936
Africa,Angola,CABINDA,-5.55,12.18333333,25,0-20000-0-66104,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8909
Africa,Angola,SUMBE (66210-0),-11.2,13.85,,0-20000-0-66210,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8921
Africa,Angola,BAIA DOS TIGRES,-16.6,11.71666667,1,0-20000-0-66450,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8938
Africa,Angola,ROCADAS,-16.71666667,15,1100,0-20000-0-66485,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8940
Africa,Angola,CAZOMBO,-11.86666667,22.9,1125,0-20000-0-66296,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8929
Africa,Angola,BIE (SILVA PORTO),-12.38333333,16.95,1701,0-20000-0-66325,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8933
Africa,Angola,MALANGE,-9.55,16.36666667,1139,0-20000-0-66215,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8922
Africa,Angola,N'DALATANDO,-9.283333333,14.91666667,,0-20000-0-66172,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8919
Africa,Angola,TOTO,-7.166666667,14.26666667,540,0-20000-0-66136,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8914
Africa,Angola,CAMAXILO,-8.366666667,18.93333333,1180,0-20000-0-66187,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8920
Africa,Angola,LUBANGO (SA DA BANDEIRA),-14.93333333,13.56666667,1760,0-20000-0-66390,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8934
Africa,Angola,WAKU KUNGU (CELA),-11.41666667,15.11666667,1304,0-20000-0-66270,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8927
Africa,Angola,MENONGUE (SERPA PINTO),-14.65,17.68333333,1348,0-20000-0-66410,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8935
Africa,Angola,NOQUI,-5.866666667,13.43333333,,0-20000-0-66116,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8910
Africa,Angola,MAQUELA DO ZOMBO,-6.033333333,15.11666667,920,0-20000-0-66121,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8912
Africa,Angola,SAURIMO (HENRIQUE DE CARVALHO),-9.65,20.4,1081,0-20000-0-66226,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8924
Africa,Angola,N'ZETO (AMBRIZETE),-7.233333333,12.86666667,18,0-20000-0-66130,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8913
Africa,Angola,PORTO AMBOIM,-10.7,13.75,5,0-20000-0-66240,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8925
Africa,Angola,NEGAGE,-7.683333333,15.36666667,1248,0-20000-0-66142,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8916
Africa,Angola,SUMBE (66260-0),-11.2,13.85,,0-20000-0-66260,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8926
Africa,Angola,LUENA (LUSO),-11.78333333,19.91666667,1357,0-20000-0-66285,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8928
Africa,Angola,LOBITO,-12.36666667,13.53333333,3,0-20000-0-66305,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8930
Africa,Angola,CARMONA,-7.583333333,15,829,0-20000-0-66140,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8915
Africa,Angola,MONBACA (BENGUELA),-12.58333333,13.41666667,33,0-20000-0-66310,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8931
Africa,Angola,MAVINGA,-15.83333333,20.35,1118,0-20000-0-66447,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8937
Africa,Angola,HUAMBO (NOVA LISBOA),-12.8,15.75,1710,0-20000-0-66318,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8932
Africa,Angola,NBANZA-KONGO,-6.266666667,14.25,,0-20000-0-66118,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8911
Africa,Angola,DUNDO,-7.4,20.81666667,775,0-20000-0-66152,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8917
Africa,Angola,MBANZA CONGO,-6.266666667,14.25,,0-20000-0-66223,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8923
Africa,Angola,PEREIRA DE ECA,-17.08333333,15.73333333,1108,0-20000-0-66460,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8939
Africa,Benin,COTONOU,6.35,2.383333333,5,0-20000-0-65344,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8850
Africa,Benin,PARAKOU,9.35,2.616666667,392,0-20000-0-65330,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8847
Africa,Benin,KANDI,11.13333333,2.933333333,290,0-20000-0-65306,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8845
Africa,Benin,PEPORIYAKOU-NATITINGOU,10.31666667,1.383333333,460,0-20000-0-65319,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8846
Africa,Benin,BOHICON,7.166666667,2.066666667,166,0-20000-0-65338,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8849
Africa,Benin,SAVE,8.033333333,2.466666667,199,0-20000-0-65335,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8848
Africa,Botswana,SERETSE KHAMA INTERNATIONAL AIRPORT,-24.55,25.91666667,1005,0-20000-0-68240,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9164
Africa,Botswana,MAHALAPYE,-23.08333333,26.8,991,0-20000-0-68148,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9146
Africa,Botswana,WERDA,-25.26666667,23.25,1046,0-20000-0-68320,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9192
Africa,Botswana,GOOD HOPE,-25.45,25.41666667,1275,0-20000-0-68325,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9194
Africa,Botswana,MABABE,-19.01805556,23.97,,0-20000-0-68028,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9121
Africa,Botswana,GWETA (68035-0),-20.20416667,25.26222222,,0-20000-0-68035,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9127
Africa,Botswana,JWANENG,-24.6,24.66666667,1189,0-20000-0-68234,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9163
Africa,Botswana,MOTOKWE,-24.06111111,23.2975,,0-20000-0-68228,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9162
Africa,Botswana,MOREMI,-19.33333333,23.41666667,964,0-20000-0-68031,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9124
Africa,Botswana,GWETA (68034-0),-20.25,25.08333333,927,0-20000-0-68034,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9126
Africa,Botswana,PANDAMATENGA,-18.53333333,25.63333333,,0-20000-0-68030,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9123
Africa,Botswana,SUA-PAN,-20.54722222,26.07833333,903,0-20000-0-68038,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9129
Africa,Botswana,TUBU,-19.35777778,22.28388889,,0-20000-0-68027,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9120
Africa,Botswana,SEROWE,-22.41333333,26.71527778,,0-20000-0-68086,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9134
Africa,Botswana,MAUN,-19.98333333,23.41666667,945,0-20000-0-68032,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9125
Africa,Botswana,LEPHEPE,-23.36444444,25.8475,1020,0-20000-0-68151,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9147
Africa,Botswana,LETLHAKANE,-21.41666667,25.6,986,0-20000-0-68040,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9130
Africa,Botswana,TSABONG,-26.05,22.45,960,0-20000-0-68328,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9196
Africa,Botswana,FRANCISTOWN,-21.32388889,27.46916667,1009.43,0-20000-0-68054,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9131
Africa,Botswana,TSHANE,-24.01666667,21.88333333,1118,0-20000-0-68226,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9161
Africa,Botswana,GABORONE,-24.66666667,25.91666667,983,0-20000-0-68244,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9167
Africa,Botswana,SELEBI-PHIKWE,-22.05,27.81666667,,0-20000-0-68070,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9132
Africa,Botswana,XADE,-22.34388889,23.03138889,,0-20000-0-68084,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9133
Africa,Botswana,KHUTSE,-23.66666667,24.16666667,1100,0-20000-0-68220,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9160
Africa,Botswana,GHANZI,-21.7,21.65,1131,0-20000-0-68024,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9118
Africa,Botswana,BAINES DRIFT,-22.48972222,28.69666667,,0-20000-0-68088,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9135
Africa,Botswana,NGWATLE,-23.71222222,21.07972222,,0-20000-0-68218,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9159
Africa,Botswana,VAALHOEK,-26.86722222,20.70944444,,0-20000-0-68326,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9195
Africa,Botswana,KASANE,-17.81666667,25.15,968,0-20000-0-68029,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9122
Africa,Botswana,MAITENGWE,-20.12527778,27.22,,0-20000-0-68037,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9128
